userName,content,score,at,appVersion
Ratna Novita sari,Sinyal tergantung paket lawak 😑 paket yg 3gb/3h ngeleg dapet 120-90 ms an sementara yg 7gb 20 RB 5h bisa sampe 50-60 ms an lain kali jangan pandang harga soal sjnyal,1,2024-01-11 11:58:24,82.0.2
Nazmul Alam,Kouta masih ada walaupun walaupun masa waktu habis tolong diperpanjang...,3,2024-01-11 11:57:26,82.0.2
Kristian Bayu aji,Apk pekok setiap bulan updet terus paketan mahal sinyal susah pekok lah ko bangsat,1,2024-01-11 11:56:40,
Sea Bank,Jaringan yang sangat jelek parah tolong di perbaiki,1,2024-01-11 11:54:24,
Rizky Agustian,Sinyal lemot apalagi kalau saat maen game terus suka muncul pesan gajelas,1,2024-01-11 11:52:15,81.13.0
Ridho Prasetya,"Kena ""permainan"" mulu gw selama pake IM3. Kecewa pokoknya, rugi.",1,2024-01-11 11:51:59,82.0.3
Hermansyah Ahmad,Ok,5,2024-01-11 11:51:21,82.0.2
M sukron Amin,good,5,2024-01-11 11:48:57,82.0.2
Kucing Meow,"Jangan download nanti jadi rugi, nanti dikasih jrngn jelek kayak adminnya buruk rupa, g niat jualan kartu gini, pulsa 20. Cuman 7gb, liat Telkomsel 11k dpt 5gb. Kartu gajelas.",5,2024-01-11 11:46:52,
Rikzarmandi Arman,"M3 sekrng mau menyandang perdikat jaringan terjelek dan gangguan jaringan tersering dan terlama di indonesia kali ya,parah bngt gangguan 1 minggu 2kali dengan gangguan dri pagi sampe malm dan masi sama blm bnr bnr dri pagi, otw ganti kartu sudh cukup sabar nunggu sudah waktunya berhenti brlangganan m3 krna sangat membagogkan",1,2024-01-11 11:46:31,81.16.0
Vivo Vivo,Aplikasi nya aneh selalu ngeleg dan tidak terhubung ke internet+lambat+muak sama aplikasi nya tolong di benerin lagi nih,1,2024-01-11 11:45:20,82.0.2
azia chanel,Sangat membantu,5,2024-01-11 11:42:32,82.0.2
Gada gaming,Paketan makin mahal jaringan makin sulit banyak kali gangguan nya,1,2024-01-11 11:41:55,82.0.2
Ananx Konank,aplikasi taaaikk beli kuota gagal mulu,1,2024-01-11 11:40:55,
Hendra Aja,bagus,4,2024-01-11 11:37:29,82.0.2
Darwandi Armanto,mantap,4,2024-01-11 11:37:01,82.0.2
Ari Lesmana,"Sangat parah ,apk sering eror ,sinyal IM3 sekarang sangat parah. Tolong dong di perbaiki servernya. Sekarang IM3 sinyalnya sering gangguan .agak jengkel dan merasa terganggu buat yang berprofesi seperti ojol seperti saya",1,2024-01-11 11:36:50,82.0.3
Seed Sajalah,Apa sih sekarang sinyal sering gangguan ga jelas,1,2024-01-11 11:36:41,
Satya Gaming,Hari hariku dipenuhi dengan ngelag Heran dari dulu gaada kemajuan banget,1,2024-01-11 11:36:30,82.0.2
sena rahmadani,Ini gimana si.kouta saya masi banyak tapi pulsa saya berkurang gimana ni IM3,3,2024-01-11 11:36:29,
Fack You,Melakukan pembayaran dengan pulsa selalu lelett,2,2024-01-11 11:36:28,
herii ynto509,"beli kuota prosesnya lama banget ga kaya sebelah satset² pelayanan dalam aplikasi lemot, lelet banget udah 1 jam pembelian paket msh proses aja,,, KOCAK!!!",1,2024-01-11 11:33:19,82.0.2
Muhamad Ridwan,sangat bagus,5,2024-01-11 11:33:00,82.0.2
Mahyan Silalahi,Aplikasi aneh eror trus lol,1,2024-01-11 11:32:25,82.0.2
abdul Rohman,Kamis 11-01-2024 internet down udah 9 jam speed 70 kb/s😥😥😥 kurang cepet dalam segi perbaikan,1,2024-01-11 11:31:56,81.10.1
Rafi Kasyfil Aziz,"jangan di instal guys banyak bug nya,bisa bisanya pulsa baru top up langsung ilang gajelas",1,2024-01-11 11:30:06,82.0.2
Ajas aja,Harga kuota naik tapi jaringan tetep aja. Survei doang jaringan tetep aja. Tersendat2 Ikan teri Ikan japuh Ripuh,1,2024-01-11 11:28:43,
Indah wulandari,"Mohon di perhatikan untuk layanannya kak, suka gangguan kalo mau ke aplikasinya liat Kouta tinggal berapa GB lagi..",3,2024-01-11 11:28:22,
Ahmad Mauludi,Sampah ngeleg parah gj bngt sumpah tiba tiba putus sendiri sinyal,1,2024-01-11 11:27:41,82.0.2
Rifik Begelatuy,baikk,5,2024-01-11 11:27:17,82.0.2
Joko Supri,jos,4,2024-01-11 11:25:09,82.0.2
jelajah YouTube,Buruk jaringan lemot,1,2024-01-11 11:24:34,81.13.0
Muhammad Hanif Arhab,Nyebelin,1,2024-01-11 11:24:16,81.15.0
Bilkis Nurisa,KNPA SETIAP ISI PULSA SELALU KENA SEDOT YA SEMENJAK PAKE MYIM3 SAYA ISI PULSA 20RB PAS SAMPAI RUMAH SISA 12RB ISI PULSA 10RB SISA 7RB PADAHAL DATA GA DI NYALAIN DAN SAYA GA PUNYA HUTANG!!! Kecewa!!,2,2024-01-11 11:23:38,82.0.3
Ahmad Qusen Alvan lois,Banyakin hot promo yang 30hari dong,4,2024-01-11 11:22:50,82.0.3
Firman Abdul gofar,"Jaringannya eror mulu, mari ganti kartu",1,2024-01-11 11:20:45,
Tiara maharanii,ngelag mulu malesin makin hari makin gajelas udah teh harga kuota jadi pada mahal udah ga sebagus dulu ga worth it banget,1,2024-01-11 11:20:10,
Adong Rastvara,Yo teman teman kita pindah ke by'u sinyal bagus maen game gak leg,1,2024-01-11 11:17:09,82.0.2
R0nces Mr'x (Roni),Sya cap 5bintang karena selama sya menggunakan myIm3 selalu sukses dan aman 🙏🙏🙏,5,2024-01-11 11:16:01,
Dimas Hadiansyah,"Sinyal 4Gnya lelet amat kerasa 2G aja, padahal dulu waktu 3G satset kecepatannya.",1,2024-01-11 11:15:36,82.0.2
Afgani Askarul hakim,Bintang satu pun gak pantes laah sinyal nya gampang ilang,1,2024-01-11 11:15:32,82.0.2
Hendi x Meme,Kartu yang paling tolol yg gw punya gw beli pulsa 80k beli paket 75k ngga masuk kuotanya sedangkan pulsanya kemakan sisanya pas mau di beliin kuota malas ngga bisa permintaan di proses Mulu tapi ngga di proses proses Indosat gmna ini hadeuhh kecewaaa sayaaaaaa gw bakal cabut kartunya gw bakar cocok Bintang 1,1,2024-01-11 11:15:07,
Marley Gaming22,"habis update malah susah digunakan ini gimana maksutnya? proses pembelian paket lambat, masih bagus versi sebelumnya daripada versi sekarang! untuk perform jaringan, plis lah hilangin notifikasi ""Silahkan ambil kuota Darurat"" ini mengganggu banget pas lagi main games! jaringan hilang waktu muncul notif kayak gitu, padahal dicek kuota masih puluhan GB, jangan sampai saya pindah prvdr lain gara"" ini notif muncul mulu!!",2,2024-01-11 11:13:44,82.0.2
Alfi Raihan H,Lah ini kenapa si m3 dari pagi gangguan seharian full,1,2024-01-11 11:11:57,82.0.2
Muhammad nashrul Resiyatmaja,Sudah di reset bahkan hapus lalu download lagi kode otp belum terkirim,1,2024-01-11 11:11:52,82.0.3
Takeō_473,"Sinyal sering hilang, kuota semakin mahal, jaringan lemot, banyak keluh kesah saya selama memakai provider ini. Lokasi di Tulungagung, Jawa Timur. Mohon dengan sangat untuk segera diperbaiki.",1,2024-01-11 11:11:48,
Johan Firmansyah,"Woi kalian, pokoknya cepat ganti sim aja deh, nyesel nanti pake Indosat... Aku pake Indosat awalnya enak akhirnya malah sering ditipu...",1,2024-01-11 11:11:19,
Ahmad khanciel,Jaringan data sering hilang area kabupaten tasikmalaya,1,2024-01-11 11:11:05,82.0.2
Rosyiid Gamming,Jaringan Makin Buruk..Paket data makin Mahal....,1,2024-01-11 11:09:19,82.0.2
Nangka Masak,"Jaringan internetnya busuk, gak ada hujan gak ada badai tiba-tiba jaringan hilang, gak mampu bayar teknisi ya?",1,2024-01-11 11:08:53,
Juna Irwan,Udah banyak yg komplen tp gak ada perubahan. Sering eror. Paket data juga kalo udah isi pulsa langsung beda yang tadinya 100 kalo udah isi pulsa jadi 110. Mantap marketing anda,1,2024-01-11 11:08:15,82.0.2
P I R M A N,Indosat taiiiii mau beli paket malah gk bisa terus terusan diproses tapi kagak masuk taii taiii kartu buruk,1,2024-01-11 11:07:27,82.0.2
Yunus Septiansyah,Paket lamaa d prosessa,1,2024-01-11 11:06:43,
Maulana 12_,"Makin di update makin ngga jelas , proses pembelian kuota juga jadi lama ,dll",1,2024-01-11 11:05:32,82.0.2
PONDOK POLANDIOA PESANTREALM,"Aplikasi jelek bngt, rugi gw anj, dah tau paketan abis+pulsa baru isi, login ni aplikasi mana GK bisa+ngurang pulsa lagi, abis ini gw mau ganti kartu sih, GK peduli anj",1,2024-01-11 11:04:11,
naufal zhorif,"Setiap pembelian paketan di aplikasi, selalu pending dan sangat lama proses pembeliannya",1,2024-01-11 11:03:29,82.0.3
Remy Ramdani,Cukup bagus & sangat membantu untuk pembelian paket beserta cek kuota makasih indosat cuman tolong dong klw seandai nya mati lampu knpa suka tidak ada signal ga seperti yg lain wlwpun mati lampu tetap ada signal internet untuk daerah pedesaan lebih sering mati lampu di bandingan d perkoTaan makasih,5,2024-01-11 11:03:19,81.10.1
Akhmad Fauzan,tiap beli paket data lewat pulsa selalu susah,1,2024-01-11 11:03:07,81.16.0
Samsul Maarif,Jaringan burukmu menjadi batu sandungan hubungan ku dengan pasangan min.,1,2024-01-11 11:02:14,
Ria Rachdiany,promo kuota terus tingkatkan ya...,5,2024-01-11 11:01:50,82.0.2
Vino Rachelya,Saya beli paket gagal Mulu hadeuh,1,2024-01-11 11:01:29,81.16.0
Narlan 07,"Banyak bug ketika transaksi, seperti tidak di konfirmasi,di proses mulu udah beberapa kali tetap gk bisa",2,2024-01-11 11:01:05,
Rstyy Cntippp,sinyal nya jelek benerin donkk,2,2024-01-11 11:00:22,
Marwan Wan,Tolonglah jaringannya diperbagus gerimis sedikit hilang jaringannya,1,2024-01-11 10:57:22,82.0.2
INDRA FEBRIAN,"Setan, sya beli pket ga msuk, pulsa nya kesedot, pdhl data sudah mati, ini sangat merugikan",1,2024-01-11 10:56:07,82.0.2
Irfan Romdon,LELET SERING GANGGUAN!!! lama lama ganti kartu ini mh !!!,1,2024-01-11 10:55:07,82.0.2
BQ Doang,Mantap....,5,2024-01-11 10:55:07,
Juju Julaeha,udah 2 hari di cianjur selatan daerah Sindang barang gak ada sinyal tolong di perbaiki jaringan internet nya,1,2024-01-11 10:54:31,81.12.1
Puput Putri yanti,lama banget proses pembelian nya,2,2024-01-11 10:54:12,80.8.0
Erna Inno,Bagus banget,5,2024-01-11 10:54:12,81.10.1
Dill Bsk,"Banyak bug, ketika transaksi seperti lam konfirmasi transaksi",1,2024-01-11 10:52:32,82.0.2
zainal chanel,sangat² mengecewakan sekali,1,2024-01-11 10:51:47,82.0.2
Ilham Aditia,Proses nya lama banget sihh kayaknya saatnya ganti kartu nihh,1,2024-01-11 10:51:10,81.13.0
mamah bagas05,Kok myIM3 jadi gini sih setiap mau beli paket lemod sekali proses ga secepat dulu,2,2024-01-11 10:50:47,82.0.2
Abi Zar,ok,3,2024-01-11 10:49:14,82.0.2
It's Me,Im3 ngentd,1,2024-01-11 10:49:02,81.16.0
Qeinji Kollo,sangtt baik,5,2024-01-11 10:47:15,82.0.3
Coki Wicaksono,G bisa beli paket telpon cuy,1,2024-01-11 10:46:26,82.0.3
Dwiky Anggina,Makin sini makin BURUK bikin males pake ni kartu!!,1,2024-01-11 10:46:09,
MUHAMMAD perdiansyah,Untuk notif pop up tolong hilang kan karena sangat menggangu apalagi saat bermain game online sangat menggangu bukan kah udah ada layanan notif secara message,3,2024-01-11 10:45:54,82.0.2
ML,"Baru di isi kuota malah gangguan su gak nyamamin pelangan aja, kalo gangguan buruan di benerin njing udah dari pagi gangguan terus gak di berin tolol",1,2024-01-11 10:45:14,82.0.3
Hen Jkr,Aplikasi goblog,1,2024-01-11 10:44:51,81.16.0
Lucky Salim Amartya,Tolong percepat proses beli paket kuota nya sampai 1 jam ga masuk masuk,2,2024-01-11 10:44:48,82.0.2
Bayu Sandi,"setelah update jdi buruk, bayar pake dana jadi gagal mulu, suka eror. enakan model lama",1,2024-01-11 10:44:01,82.0.2
Jepank Pratama,Lemot banget,2,2024-01-11 10:43:34,82.0.2
Darmawan,"Sebelum d update aplikasi bsa dgunakan, setelah di update mlah ga bsa kebuka buka,reload trs,bikin susah aja,gada solusi chat cs nya jga",1,2024-01-11 10:43:27,
Chrystian Arya Fadly,"Pembelian data lama banget dan pembelian melalui dana tidak bisa di proses terus padahal saldo di dana ada dan jaringan stabil tapi masih tetep ga bisa,pembelian lewat pulsa juga di proses terus, mana lama banget lagi",1,2024-01-11 10:42:12,82.0.3
Basuni Lembengan,sangat memuaskan,5,2024-01-11 10:39:21,82.0.3
j sama,Cuih,1,2024-01-11 10:39:02,82.0.2
Rudy Ansyah,semejak saya instal aplikasi m3 saya uang saya tida terlalu banyak keluar,4,2024-01-11 10:37:29,81.16.0
01. Muhammad Sunandi,"tolong dong klo lagi ujan sinyal ny benerin, gua mau maketin malah kepotong pulsa nya, jadi rugia gua, lemot bgt klo ujan",1,2024-01-11 10:35:34,82.0.2
Sari Ajeng,kuota utama suka gabisa dipakaii jarringan selalu jelekk,2,2024-01-11 10:34:39,82.0.2
Aull 099,"jaringan indosat makin bodoh nya luar biasa.. Tutup aja sekalian ni myim3 abis duit gua gara"" gue percaya bakalan bagus nantinya tapi apa? Makin buruk adanya, makin kagak jelas... Andai bisa ngasih bintang nol.",1,2024-01-11 10:32:50,81.16.0
troy 212,𝐌𝐚𝐮 𝐝𝐚𝐟𝐭𝐚𝐫 𝐚𝐣𝐚 𝐞𝐫𝐫𝐨𝐫,1,2024-01-11 10:32:49,82.0.3
Ronald Jkfc,"Mau login tidak bisa, padahal udah masukin otp otomatis... Aduh parah ini aplikasi im3",1,2024-01-11 10:32:24,82.0.2
Sizuka Arami,Gabisa dibuka gajelas,4,2024-01-11 10:32:09,82.0.2
Ibrahim Muvic,bintang dua dulu untuk aplikasinya banyak bug dimana saya sudah login menggunakan no telp saya.tetapi dari aplikasi nya menyuruh saya login lagi pada hal saya sudah login secara berulang- ulang.dan aplikasi nya masih menyuruh saya untuk login lagi tolong segara diperbaiki.,2,2024-01-11 10:32:05,82.0.2
Risna Ardiansah,"Apknya udah bagus cuma ada beberapa kekurangan coba tambahin lock pulsa supaya pas kita aktifin data gak kesedot pulsanya walau gak ada data, dan napa ini aku beli paket gak masuk masuk ya paketnya?",2,2024-01-11 10:31:26,
Cinta vitha,"ini gimana si pdhl ga pernah log out dri apk nya, klo buka apk ny malah suruh dftr lg pas udh dftr ngulangi suruh dftr ulang lg",1,2024-01-11 10:30:37,82.0.2
Maula Apriadi,"tidak ada pilihan pembayaran Via virtual account billing rekening bank, sangat disayangkan",1,2024-01-11 10:27:35,82.0.2
Sihab Lutfi,"Ini sekarang lag lagi min, apa emang setiap mau masuk musim hujan harus banget lag ya jaringannya, periksa lagi deh ini yang rusak mesin nya apa otak nya",1,2024-01-11 10:27:05,82.0.2
deka Darmawan,Jaringan nya kaya babi udah makin berlangganan bukan makin murah ini makin mahal,1,2024-01-11 10:25:46,82.0.2
roni nurwansyah,"Makin sini makin gak jelas sinyal indosat, bukan sekali dua kali, sering gangguan sinyal, terkadang juga data 4g hilang sendiri, disaat ada kepentingan jadi terganggu, padahal saya sudah lama dan menetap memakai kartu indosat, apa saya harus pindah kartu perdana selain indosat?? Tolong respon PELANGGAN INDOSAT,.",1,2024-01-11 10:24:35,81.6.0
Luis karvaduita,Kenapa transaksi paket saya gagal padahal saldonya sudah terpotong,2,2024-01-11 10:22:23,82.0.3
Andi 07,Maless banget pake ni kartu ngelag Mulu gak ada bagus bagusnya,1,2024-01-11 10:22:01,82.0.3
Syaiful Anwar,"Mau isi ulang kuota aja gagal terus,aplikasi macam apa ini.",1,2024-01-11 10:21:50,
NAKANO MIKU,Makin lama makin aneh ini sinyal lag gk jelas harga makin naik sinyal sampah,1,2024-01-11 10:21:37,82.0.2
Fury Citra,Sering keluar sendiri. Sinyal ga stabil.,1,2024-01-11 10:19:49,
Nina nur Ridwan,"Indosat akhir akhir ini jaringan nya ga stabil, bisa diperbaikin ga? soalnya menggangu banget, saya mau main aja lama, mau ngechat loading terus, dm ig juga sama, plis lah Indosat",1,2024-01-11 10:19:04,82.0.2
DIMAS ARDIANSYAH,Sinyal jelek kek anjg,1,2024-01-11 10:14:02,
Redy Abdul,Paket data makin mahal tapi jaringan ga jelas mulu,1,2024-01-11 10:13:48,
Hilmannuddin Fackot,"Kacau ni indosat,, semakin lemot aja",1,2024-01-11 10:11:47,82.0.2
Oppo a53,"oy cok gimana ini dah 3 hari lelet bet padahal 4G sat, percuma dong saya beli kuota",1,2024-01-11 10:07:05,82.0.3
Ataya Arshaka,terbaik,5,2024-01-11 10:05:47,81.16.0
Hilyar Debian,Gak bisa nyaingin kecepatan XL sama TELKOMSEL,1,2024-01-11 10:04:09,81.16.0
Fadlan Ardhana,Udah mahal lemot lgi bangke lah apalagi klw habis hujan lemotnya minta ampun dah 1G jaringannya,1,2024-01-11 10:03:44,
Haidar adji Saputra,"Tolong perbaiki sinyal, saya banyak terhalang pekerjaan karna IM3 yang sinyal nya sangat buruk, bahkan saya mau mencari bahan untuk tugas saja susah apalagi mengerjakan tugas online, tolong di perbaiki hingga stabil, kalo sudah saya kembali Dan memberi B5 :(",1,2024-01-11 10:01:16,81.15.0
Heri Yanto,Makin hari jaringanya malah nambah rusak Mulu kecewa gw,1,2024-01-11 09:57:54,81.16.0
Uweng Hideng,mantap,5,2024-01-11 09:56:42,82.0.2
Siti Ayu Lestari,Apliksinya tidak berfungsi. Padahal di hp lain bisa,1,2024-01-11 09:56:24,82.0.2
Reverns Nex,"Baru juga jadi pelanggan baru permasalahan sudah banyak. Susah sinyal, pembelian paket lewat aplikasi atau *123#, aplikasi error.",1,2024-01-11 09:56:24,82.0.2
4ldif4zq 3728,"JANGGUAN MULU,TOLONG YA MYLM3 DI PERBAIKI LAHH",1,2024-01-11 09:52:37,82.0.2
syafi mitos,Hampir tiap hari gangguannnya,1,2024-01-11 09:50:54,82.0.2
Ari Hidayatullah,"Sinyalnya makin jelek aja... bikin kesel... saranin ganti aja ke yang cepet sinyalnya, ini si bener bener parah lelet banget sumpah",1,2024-01-11 09:50:30,81.16.0
Angga Kps,"Kartu ppk lak bat ppk sampai² jaringannya brubah jdi R itu gimana si gjlas bat tll sampai hilang jaringannya, kartu pantexx setiap beli pulsa kena tarif dana",2,2024-01-11 09:49:40,82.0.2
Ibnu Usman,top,5,2024-01-11 09:48:41,82.0.2
Rojak Bintimariyah,Najis sinyal jelek mulu,1,2024-01-11 09:48:38,82.0.2
Teguh Cell,Buruk,1,2024-01-11 09:46:12,
Rendy Gones,Smakin ksini smakin parah,2,2024-01-11 09:46:00,82.0.2
Rus Biyan,"Makin parah sinyal ny mana skrng mahal2 lgi paket data ny... Sinyal sering hilang gk jls ,,, taekkkkk.. penguna IM3 kasih 🌟 1 untuk im3",1,2024-01-11 09:45:11,82.0.2
FAZA DANA BARA RAMADAN (ade),giliran buka panjat kuota gak hoki hoki tod,2,2024-01-11 09:44:10,
Nur Din,Leg betttttt,1,2024-01-11 09:37:10,82.0.3
Wahyu Hidayat,"Sinyal ga stabil lemot banget,ngasih saran cuma itu itu aja padahal masalya itu dari jaringan bukan dari ponsel bukanya di bener malah ngasih saran gitu gitu aja, kita hanya ingin internetan bukan saran.saran dari gua mah jangan pake kartu Indosat dah,lemot bangetttt",1,2024-01-11 09:34:43,81.16.0
12 _ Tio vovo saputra,"Apa ini im3, perasaan dulu jaringan nya baik2 aja kok sekarang semakin lama semakin buruk yaa, bahkan game aja gak bisa login padahal jaringan udah 4G+, tapi buka sosmed lancar tolong diperhatiin ya utk sinyalnya, ini aplikasinya juga gak bisa di buka katanya gangguan sinyal padahal udah 4G+ loh",1,2024-01-11 09:32:13,
kusmawan 1988,Jaringan iternet sangat buruk sekali elor terus,1,2024-01-11 09:23:51,82.0.3
Rzal Wp,"Hadeh kuota tinggal 47gb pas di check hilang begitu saja, apakah buka ni apk error habisin data segede itu yah? Masa harus beli lagi hadeh",1,2024-01-11 09:23:42,81.4.0
Taufik Ridwan,Gangguan mulu im3 ga ada ujan ga ada apa bikin pusing,1,2024-01-11 09:18:31,82.0.2
Andri Andri,apk ini sangat bagus kualitas nya,5,2024-01-11 09:17:19,81.16.0
Henry Zaneti,bagussss,5,2024-01-11 09:15:01,
Rehan Maulana,Jaringan Indosat untuk di Sulawesi tenggara itu sangat buruk apa lagi buat main gem,1,2024-01-11 09:08:08,82.0.2
Chamdan Zaky,"Kecewa awal tahun jaringannya bukannya bagus malah makin jelek, mana suka trouble lagi haduhhh",1,2024-01-11 09:07:58,82.0.3
31_ WahyuWulan,bagus,5,2024-01-11 09:05:22,82.0.2
Gerrard Fajar,jelek sinyal selalu bermasalah,1,2024-01-11 08:58:19,
Aji Pangestu,"Poin gua ke mana nih woyy kok tiba2 ilang waduh kacau, jaringan lelet mintak ampun, kuota makin mahall hadehhh payah!!!!!",1,2024-01-11 08:58:12,82.0.2
Udan Andika,Oe gangguan nya lama bgt gilak,1,2024-01-11 08:56:50,81.16.0
irman Lukmana,mantap my m3,5,2024-01-11 08:55:17,81.13.0
Yami sukehiro,good,4,2024-01-11 08:55:05,
Adithya Nandapratama,Kenapa m3 sekarang jadi lemot ya..gak kaya dulu sinyal stabil,2,2024-01-11 08:54:27,82.0.2
Ewe an,Knpa sinyal m3 sibuk mulu? Tolong perbaiki sinyal m3 nya do ng,2,2024-01-11 08:54:08,81.16.0
Try Wiji,ok,1,2024-01-11 08:53:48,81.13.0
Bang Ocid,M3 JARINGANNYA KEK BABI,1,2024-01-11 08:51:53,81.8.0
Febri Gjj,lagg teross,1,2024-01-11 08:51:47,81.16.0
Erik Saputra,"Sinyal buruk main ml tiba² ilang sinyal dikit² ilang sinyal,gaenak banget lagi push rank malah ngelegg buruk banget dhh",1,2024-01-11 08:51:18,81.16.0
Suay Gaming,Kenapa punya gw lemot amat pahala sinyal bagus,1,2024-01-11 08:50:57,82.0.2
Tony Wicaksono,Pulsanya berkurang terus padahal gak di pake,1,2024-01-11 08:50:06,82.0.3
Akml Akml,Gak ada hujan gak ada petir sinyal nya sangat membuat stres,2,2024-01-11 08:46:53,82.0.2
jalu gantengz,mahal mahal sering gangguan hadeh,1,2024-01-11 08:45:36,
Timbol Wahyudi,Asu,5,2024-01-11 08:44:42,
Hamzah Nurhakim,Jaringan internet Indosat kaya babi,1,2024-01-11 08:43:47,82.0.2
Irfan Acandra,"Parah sekali gangguannya hampir mau sehari, tgl. 11-01-2024 saya chat ke WA Official jawaban gak jelas karena Robot... Boleh saya minta nomor operator real Human?....",1,2024-01-11 08:42:43,
Teri Jihan,oke,5,2024-01-11 08:40:01,82.0.2
Andino,Maaf ya this is promot. Provider lemot. Buat ngegame aja ping jumping merah mulu. Minimal sinyal 4G tuh bisa dipake buat internetan bukan malah lemot muluuu muter terus gak bisa dibuat apa-apa. Orang beli kuota buat di pake Internetan kali bukan buat nambahin beban emosi 🤷‍♂️ Alasan belum ganti provider karena masih sayang sama nomer yang sekarang kalo diganti.,1,2024-01-11 08:32:22,82.0.2
Sakti,Kok paket ke sukaan aku 45gb 90hari engga ada pdhl udh favorit Tu,3,2024-01-11 08:31:03,82.0.2
dien chanel,"Makin lama makin buruk ajah ni jaringan M3, udh gitu paketan gonta ganti harga mulu jadi mahal, bikin mules ajh ni m3",5,2024-01-11 08:31:01,
